序号,设备名称,设备编码,设备ID,站点名称,站点编码,站点ID,PMS设备编码,温度,主变设备巡视照片路径,主变设备巡视红外照片路径,油温,油位,绕组温度,巡视结果时间,数据来源
26515,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.2,Min 19.4,R03:Max 15.2,Min 19.4,R02:Max 23.4,Min 19.5,℃",,D:/upload/getImage.jpg,,5.852,,2025-10-25 05:00:00,local
26516,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 38.9,Min 14.1,R03:Max 30.9,Min 14.1,R02:Max 39.1,Min 14.2,℃",,D:/upload/getImage.jpg,,5.858,,2025-10-25 05:30:00,local
26517,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 20.6,Min 16.2,R03:Max 12.6,Min 16.2,R02:Max 20.8,Min 16.3,℃",,D:/upload/getImage.jpg,,6.38,,2025-10-25 06:00:00,local
26518,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 33.0,Min 11.5,R03:Max 25.0,Min 11.5,R02:Max 33.2,Min 11.6,℃",,D:/upload/getImage.jpg,,5.887,,2025-10-25 06:30:00,local
26519,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.7,Min 10.2,R03:Max 31.7,Min 10.2,R02:Max 39.9,Min 10.3,℃",,D:/upload/getImage.jpg,,6.145,,2025-10-25 07:00:00,local
26520,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 25.6,Min 13.9,R03:Max 17.6,Min 13.9,R02:Max 25.8,Min 14.0,℃",,D:/upload/getImage.jpg,,6.166,,2025-10-25 07:30:00,local
26521,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 24.2,Min 19.9,R03:Max 16.2,Min 19.9,R02:Max 24.4,Min 20.0,℃",,D:/upload/getImage.jpg,,5.63,,2025-10-25 08:00:00,local
26522,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.5,Min 17.7,R03:Max 24.5,Min 17.7,R02:Max 32.7,Min 17.8,℃",,D:/upload/getImage.jpg,,5.548,,2025-10-25 08:30:00,local
26523,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.4,Min 11.5,R03:Max 26.4,Min 11.5,R02:Max 34.6,Min 11.6,℃",,D:/upload/getImage.jpg,,5.541,,2025-10-25 09:00:00,local
26524,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 27.1,Min 10.8,R03:Max 19.1,Min 10.8,R02:Max 27.3,Min 10.9,℃",,D:/upload/getImage.jpg,,5.676,,2025-10-25 09:30:00,local
26525,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 35.5,Min 11.1,R03:Max 27.5,Min 11.1,R02:Max 35.7,Min 11.2,℃",,D:/upload/getImage.jpg,,5.832,,2025-10-25 10:00:00,local
26526,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 38.2,Min 15.4,R03:Max 30.2,Min 15.4,R02:Max 38.4,Min 15.5,℃",,D:/upload/getImage.jpg,,6.443,,2025-10-25 10:30:00,local
26527,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.8,Min 16.3,R03:Max 30.8,Min 16.3,R02:Max 39.0,Min 16.4,℃",,D:/upload/getImage.jpg,,5.961,,2025-10-25 11:00:00,local
26528,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.2,Min 12.7,R03:Max 28.2,Min 12.7,R02:Max 36.4,Min 12.8,℃",,D:/upload/getImage.jpg,,6.468,,2025-10-25 11:30:00,local
26529,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.4,Min 15.7,R03:Max 24.4,Min 15.7,R02:Max 32.6,Min 15.8,℃",,D:/upload/getImage.jpg,,5.951,,2025-10-25 12:00:00,local
26530,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 20.1,Min 18.5,R03:Max 12.1,Min 18.5,R02:Max 20.3,Min 18.6,℃",,D:/upload/getImage.jpg,,5.858,,2025-10-25 12:30:00,local
26531,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.5,Min 19.8,R03:Max 21.5,Min 19.8,R02:Max 29.7,Min 19.9,℃",,D:/upload/getImage.jpg,,5.967,,2025-10-25 13:00:00,local
26532,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.3,Min 19.6,R03:Max 26.3,Min 19.6,R02:Max 34.5,Min 19.7,℃",,D:/upload/getImage.jpg,,6.176,,2025-10-25 13:30:00,local
26533,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 33.2,Min 10.5,R03:Max 25.2,Min 10.5,R02:Max 33.4,Min 10.6,℃",,D:/upload/getImage.jpg,,6.406,,2025-10-25 14:00:00,local
26534,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 20.8,Min 18.1,R03:Max 12.8,Min 18.1,R02:Max 21.0,Min 18.2,℃",,D:/upload/getImage.jpg,,6.153,,2025-10-25 14:30:00,local
26535,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 36.7,Min 11.1,R03:Max 28.7,Min 11.1,R02:Max 36.9,Min 11.2,℃",,D:/upload/getImage.jpg,,6.014,,2025-10-25 15:00:00,local
26536,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.1,Min 15.9,R03:Max 17.1,Min 15.9,R02:Max 25.3,Min 16.0,℃",,D:/upload/getImage.jpg,,6.154,,2025-10-25 15:30:00,local
26537,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.1,Min 12.8,R03:Max 13.1,Min 12.8,R02:Max 21.3,Min 12.9,℃",,D:/upload/getImage.jpg,,6.306,,2025-10-25 16:00:00,local
26538,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 36.8,Min 15.5,R03:Max 28.8,Min 15.5,R02:Max 37.0,Min 15.6,℃",,D:/upload/getImage.jpg,,6.373,,2025-10-25 16:30:00,local
26539,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.2,Min 16.1,R03:Max 27.2,Min 16.1,R02:Max 35.4,Min 16.2,℃",,D:/upload/getImage.jpg,,5.615,,2025-10-25 17:00:00,local
26540,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.6,Min 15.3,R03:Max 24.6,Min 15.3,R02:Max 32.8,Min 15.4,℃",,D:/upload/getImage.jpg,,6.377,,2025-10-25 17:30:00,local
26541,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 39.4,Min 12.5,R03:Max 31.4,Min 12.5,R02:Max 39.6,Min 12.6,℃",,D:/upload/getImage.jpg,,5.536,,2025-10-25 18:00:00,local
26542,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.0,Min 15.7,R03:Max 26.0,Min 15.7,R02:Max 34.2,Min 15.8,℃",,D:/upload/getImage.jpg,,5.983,,2025-10-25 18:30:00,local
26543,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 20.9,Min 16.1,R03:Max 12.9,Min 16.1,R02:Max 21.1,Min 16.2,℃",,D:/upload/getImage.jpg,,5.622,,2025-10-25 19:00:00,local
26544,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.9,Min 16.3,R03:Max 26.9,Min 16.3,R02:Max 35.1,Min 16.4,℃",,D:/upload/getImage.jpg,,6.497,,2025-10-25 19:30:00,local
26545,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.4,Min 10.7,R03:Max 17.4,Min 10.7,R02:Max 25.6,Min 10.8,℃",,D:/upload/getImage.jpg,,6.255,,2025-10-25 20:00:00,local
26546,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 26.2,Min 11.9,R03:Max 18.2,Min 11.9,R02:Max 26.4,Min 12.0,℃",,D:/upload/getImage.jpg,,6.356,,2025-10-25 20:30:00,local
26547,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 24.8,Min 10.6,R03:Max 16.8,Min 10.6,R02:Max 25.0,Min 10.7,℃",,D:/upload/getImage.jpg,,5.59,,2025-10-25 21:00:00,local
26548,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 37.6,Min 16.6,R03:Max 29.6,Min 16.6,R02:Max 37.8,Min 16.7,℃",,D:/upload/getImage.jpg,,6.184,,2025-10-25 21:30:00,local
26549,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 28.0,Min 13.9,R03:Max 20.0,Min 13.9,R02:Max 28.2,Min 14.0,℃",,D:/upload/getImage.jpg,,6.345,,2025-10-25 22:00:00,local
26550,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.4,Min 13.3,R03:Max 26.4,Min 13.3,R02:Max 34.6,Min 13.4,℃",,D:/upload/getImage.jpg,,5.92,,2025-10-25 22:30:00,local
26551,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.3,Min 13.8,R03:Max 26.3,Min 13.8,R02:Max 34.5,Min 13.9,℃",,D:/upload/getImage.jpg,,6.328,,2025-10-25 23:00:00,local
26552,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.2,Min 16.2,R03:Max 21.2,Min 16.2,R02:Max 29.4,Min 16.3,℃",,D:/upload/getImage.jpg,,5.552,,2025-10-25 23:30:00,local
26553,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 38.4,Min 11.0,R03:Max 30.4,Min 11.0,R02:Max 38.6,Min 11.1,℃",,D:/upload/getImage.jpg,,5.957,,2025-10-26 00:00:00,local
26554,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 33.2,Min 10.9,R03:Max 25.2,Min 10.9,R02:Max 33.4,Min 11.0,℃",,D:/upload/getImage.jpg,,5.704,,2025-10-26 00:30:00,local
26555,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.6,Min 19.9,R03:Max 13.6,Min 19.9,R02:Max 21.8,Min 20.0,℃",,D:/upload/getImage.jpg,,5.98,,2025-10-26 01:00:00,local
26556,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.8,Min 19.5,R03:Max 23.8,Min 19.5,R02:Max 32.0,Min 19.6,℃",,D:/upload/getImage.jpg,,5.77,,2025-10-26 01:30:00,local
26557,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 20.0,Min 19.5,R03:Max 12.0,Min 19.5,R02:Max 20.2,Min 19.6,℃",,D:/upload/getImage.jpg,,5.721,,2025-10-26 02:00:00,local
26558,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.4,Min 11.1,R03:Max 22.4,Min 11.1,R02:Max 30.6,Min 11.2,℃",,D:/upload/getImage.jpg,,5.909,,2025-10-26 02:30:00,local
26559,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.0,Min 13.3,R03:Max 15.0,Min 13.3,R02:Max 23.2,Min 13.4,℃",,D:/upload/getImage.jpg,,5.579,,2025-10-26 03:00:00,local
26560,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 32.1,Min 11.6,R03:Max 24.1,Min 11.6,R02:Max 32.3,Min 11.7,℃",,D:/upload/getImage.jpg,,6.23,,2025-10-26 03:30:00,local
26561,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 20.9,Min 19.8,R03:Max 12.9,Min 19.8,R02:Max 21.1,Min 19.9,℃",,D:/upload/getImage.jpg,,5.733,,2025-10-26 04:00:00,local
26562,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.6,Min 12.5,R03:Max 15.6,Min 12.5,R02:Max 23.8,Min 12.6,℃",,D:/upload/getImage.jpg,,6.292,,2025-10-26 04:30:00,local
26563,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.9,Min 17.6,R03:Max 30.9,Min 17.6,R02:Max 39.1,Min 17.7,℃",,D:/upload/getImage.jpg,,5.784,,2025-10-26 05:00:00,local
26564,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 23.4,Min 15.7,R03:Max 15.4,Min 15.7,R02:Max 23.6,Min 15.8,℃",,D:/upload/getImage.jpg,,6.205,,2025-10-26 05:30:00,local
26565,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 38.1,Min 11.5,R03:Max 30.1,Min 11.5,R02:Max 38.3,Min 11.6,℃",,D:/upload/getImage.jpg,,6.123,,2025-10-26 06:00:00,local
26566,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 24.6,Min 13.8,R03:Max 16.6,Min 13.8,R02:Max 24.8,Min 13.9,℃",,D:/upload/getImage.jpg,,6.087,,2025-10-26 06:30:00,local
26567,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.7,Min 18.2,R03:Max 25.7,Min 18.2,R02:Max 33.9,Min 18.3,℃",,D:/upload/getImage.jpg,,6.015,,2025-10-26 07:00:00,local
26568,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.9,Min 15.6,R03:Max 23.9,Min 15.6,R02:Max 32.1,Min 15.7,℃",,D:/upload/getImage.jpg,,5.797,,2025-10-26 07:30:00,local
26569,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 27.1,Min 12.8,R03:Max 19.1,Min 12.8,R02:Max 27.3,Min 12.9,℃",,D:/upload/getImage.jpg,,5.678,,2025-10-26 08:00:00,local
26570,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.8,Min 12.0,R03:Max 14.8,Min 12.0,R02:Max 23.0,Min 12.1,℃",,D:/upload/getImage.jpg,,5.742,,2025-10-26 08:30:00,local
26571,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.1,Min 12.5,R03:Max 15.1,Min 12.5,R02:Max 23.3,Min 12.6,℃",,D:/upload/getImage.jpg,,6.214,,2025-10-26 09:00:00,local
26572,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 27.2,Min 14.5,R03:Max 19.2,Min 14.5,R02:Max 27.4,Min 14.6,℃",,D:/upload/getImage.jpg,,5.511,,2025-10-26 09:30:00,local
26573,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.3,Min 17.8,R03:Max 17.3,Min 17.8,R02:Max 25.5,Min 17.9,℃",,D:/upload/getImage.jpg,,6.347,,2025-10-26 10:00:00,local
26574,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 33.6,Min 12.4,R03:Max 25.6,Min 12.4,R02:Max 33.8,Min 12.5,℃",,D:/upload/getImage.jpg,,5.924,,2025-10-26 10:30:00,local
26575,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 32.3,Min 11.6,R03:Max 24.3,Min 11.6,R02:Max 32.5,Min 11.7,℃",,D:/upload/getImage.jpg,,5.916,,2025-10-26 11:00:00,local
26576,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 20.1,Min 11.6,R03:Max 12.1,Min 11.6,R02:Max 20.3,Min 11.7,℃",,D:/upload/getImage.jpg,,6.405,,2025-10-26 11:30:00,local
26577,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 29.5,Min 11.0,R03:Max 21.5,Min 11.0,R02:Max 29.7,Min 11.1,℃",,D:/upload/getImage.jpg,,5.569,,2025-10-26 12:00:00,local
26578,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 24.0,Min 19.3,R03:Max 16.0,Min 19.3,R02:Max 24.2,Min 19.4,℃",,D:/upload/getImage.jpg,,5.581,,2025-10-26 12:30:00,local
26579,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.1,Min 10.5,R03:Max 24.1,Min 10.5,R02:Max 32.3,Min 10.6,℃",,D:/upload/getImage.jpg,,6.133,,2025-10-26 13:00:00,local
26580,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 30.5,Min 18.7,R03:Max 22.5,Min 18.7,R02:Max 30.7,Min 18.8,℃",,D:/upload/getImage.jpg,,6.059,,2025-10-26 13:30:00,local
26581,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 21.0,Min 17.6,R03:Max 13.0,Min 17.6,R02:Max 21.2,Min 17.7,℃",,D:/upload/getImage.jpg,,6.059,,2025-10-26 14:00:00,local
26582,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.1,Min 14.0,R03:Max 22.1,Min 14.0,R02:Max 30.3,Min 14.1,℃",,D:/upload/getImage.jpg,,5.665,,2025-10-26 14:30:00,local
26583,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 21.4,Min 19.8,R03:Max 13.4,Min 19.8,R02:Max 21.6,Min 19.9,℃",,D:/upload/getImage.jpg,,6.008,,2025-10-26 15:00:00,local
26584,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 22.1,Min 14.1,R03:Max 14.1,Min 14.1,R02:Max 22.3,Min 14.2,℃",,D:/upload/getImage.jpg,,5.614,,2025-10-26 15:30:00,local
26585,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 31.8,Min 12.7,R03:Max 23.8,Min 12.7,R02:Max 32.0,Min 12.8,℃",,D:/upload/getImage.jpg,,6.071,,2025-10-26 16:00:00,local
26586,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 28.5,Min 12.0,R03:Max 20.5,Min 12.0,R02:Max 28.7,Min 12.1,℃",,D:/upload/getImage.jpg,,5.871,,2025-10-26 16:30:00,local
26587,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.4,Min 13.8,R03:Max 21.4,Min 13.8,R02:Max 29.6,Min 13.9,℃",,D:/upload/getImage.jpg,,5.717,,2025-10-26 17:00:00,local
26588,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.8,Min 13.8,R03:Max 25.8,Min 13.8,R02:Max 34.0,Min 13.9,℃",,D:/upload/getImage.jpg,,5.51,,2025-10-26 17:30:00,local
26589,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.6,Min 11.8,R03:Max 29.6,Min 11.8,R02:Max 37.8,Min 11.9,℃",,D:/upload/getImage.jpg,,6.089,,2025-10-26 18:00:00,local
26590,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 30.6,Min 11.8,R03:Max 22.6,Min 11.8,R02:Max 30.8,Min 11.9,℃",,D:/upload/getImage.jpg,,5.595,,2025-10-26 18:30:00,local
26591,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.7,Min 16.2,R03:Max 28.7,Min 16.2,R02:Max 36.9,Min 16.3,℃",,D:/upload/getImage.jpg,,6.498,,2025-10-26 19:00:00,local
26592,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 24.5,Min 12.6,R03:Max 16.5,Min 12.6,R02:Max 24.7,Min 12.7,℃",,D:/upload/getImage.jpg,,5.906,,2025-10-26 19:30:00,local
26593,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.2,Min 12.0,R03:Max 30.2,Min 12.0,R02:Max 38.4,Min 12.1,℃",,D:/upload/getImage.jpg,,6.276,,2025-10-26 20:00:00,local
26594,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.1,Min 17.5,R03:Max 13.1,Min 17.5,R02:Max 21.3,Min 17.6,℃",,D:/upload/getImage.jpg,,5.84,,2025-10-26 20:30:00,local
26595,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.4,Min 10.5,R03:Max 29.4,Min 10.5,R02:Max 37.6,Min 10.6,℃",,D:/upload/getImage.jpg,,6.35,,2025-10-26 21:00:00,local
26596,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 26.0,Min 10.4,R03:Max 18.0,Min 10.4,R02:Max 26.2,Min 10.5,℃",,D:/upload/getImage.jpg,,6.477,,2025-10-26 21:30:00,local
26597,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 35.4,Min 17.7,R03:Max 27.4,Min 17.7,R02:Max 35.6,Min 17.8,℃",,D:/upload/getImage.jpg,,5.528,,2025-10-26 22:00:00,local
26598,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 30.7,Min 12.5,R03:Max 22.7,Min 12.5,R02:Max 30.9,Min 12.6,℃",,D:/upload/getImage.jpg,,5.654,,2025-10-26 22:30:00,local
26599,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 32.1,Min 10.2,R03:Max 24.1,Min 10.2,R02:Max 32.3,Min 10.3,℃",,D:/upload/getImage.jpg,,6.058,,2025-10-26 23:00:00,local
26600,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 27.2,Min 18.9,R03:Max 19.2,Min 18.9,R02:Max 27.4,Min 19.0,℃",,D:/upload/getImage.jpg,,6.307,,2025-10-26 23:30:00,local
26601,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 33.2,Min 18.0,R03:Max 25.2,Min 18.0,R02:Max 33.4,Min 18.1,℃",,D:/upload/getImage.jpg,,5.845,,2025-10-27 00:00:00,local
26602,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 36.1,Min 10.7,R03:Max 28.1,Min 10.7,R02:Max 36.3,Min 10.8,℃",,D:/upload/getImage.jpg,,5.859,,2025-10-27 00:30:00,local
26603,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.2,Min 16.5,R03:Max 16.2,Min 16.5,R02:Max 24.4,Min 16.6,℃",,D:/upload/getImage.jpg,,5.964,,2025-10-27 01:00:00,local
26604,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.8,Min 11.4,R03:Max 19.8,Min 11.4,R02:Max 28.0,Min 11.5,℃",,D:/upload/getImage.jpg,,6.163,,2025-10-27 01:30:00,local
26605,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.8,Min 19.4,R03:Max 21.8,Min 19.4,R02:Max 30.0,Min 19.5,℃",,D:/upload/getImage.jpg,,6.279,,2025-10-27 02:00:00,local
26606,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.4,Min 11.9,R03:Max 22.4,Min 11.9,R02:Max 30.6,Min 12.0,℃",,D:/upload/getImage.jpg,,6.378,,2025-10-27 02:30:00,local
26607,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 33.4,Min 14.9,R03:Max 25.4,Min 14.9,R02:Max 33.6,Min 15.0,℃",,D:/upload/getImage.jpg,,5.808,,2025-10-27 03:00:00,local
26608,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.3,Min 16.4,R03:Max 30.3,Min 16.4,R02:Max 38.5,Min 16.5,℃",,D:/upload/getImage.jpg,,6.109,,2025-10-27 03:30:00,local
26609,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 37.3,Min 16.1,R03:Max 29.3,Min 16.1,R02:Max 37.5,Min 16.2,℃",,D:/upload/getImage.jpg,,5.59,,2025-10-27 04:00:00,local
26610,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.2,Min 14.7,R03:Max 14.2,Min 14.7,R02:Max 22.4,Min 14.8,℃",,D:/upload/getImage.jpg,,6.073,,2025-10-27 04:30:00,local
26611,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.9,Min 10.5,R03:Max 26.9,Min 10.5,R02:Max 35.1,Min 10.6,℃",,D:/upload/getImage.jpg,,5.788,,2025-10-27 05:00:00,local
26612,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.0,Min 16.9,R03:Max 28.0,Min 16.9,R02:Max 36.2,Min 17.0,℃",,D:/upload/getImage.jpg,,5.649,,2025-10-27 05:30:00,local
26613,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 21.3,Min 18.3,R03:Max 13.3,Min 18.3,R02:Max 21.5,Min 18.4,℃",,D:/upload/getImage.jpg,,5.941,,2025-10-27 06:00:00,local
26614,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 20.5,Min 15.2,R03:Max 12.5,Min 15.2,R02:Max 20.7,Min 15.3,℃",,D:/upload/getImage.jpg,,5.761,,2025-10-27 06:30:00,local
